#NODE	PGRANK	INEDGE
2185	4.23609204013108	10
7839	4.2318297286276	69
2593	4.22143019472622	118
7301	4.216270702591753	68
5760	4.201241304372567	95
2145	4.2009075812834595	135
3792	4.193568182577653	65
5871	4.178226025929468	75
930	4.167409403864629	24
7225	4.163661232294776	74
3125	4.156537225707946	75
1111	4.146551057989019	62
5806	4.142967680969983	82
4361	4.138881110007322	88
7757	4.136725741573851	53
549	4.116434358594	62
243	4.114354905407909	84
4448	4.11204679032683	99
4266	4.109101704772861	82
152	4.106407165079994	51
1049	4.096395106621679	74
2240	4.08166878618558	105
3480	4.077070403074271	90
5482	4.07373031117302	60
1166	4.0569847417198215	144
2506	4.054469149339428	71
1744	4.053889028382345	74
4510	4.053714929036132	76
2822	4.049048604561786	81
1199	4.037628875836533	62
6980	4.013405280505011	70
2014	4.008099286472301	50
1688	4.006993486376129	94
204	3.996388811662176	131
2474	3.964216847219071	81
3276	3.9542070318232474	134
230	3.9503669230762055	44
5130	3.9483175711938423	79
3027	3.937192779563055	90
1307	3.933974207958702	87
1585	3.924201576855843	101
1464	3.9162815415487517	60
4463	3.9048855110092004	81
1646	3.9039071392519715	56
1473	3.900981865591328	95
3014	3.8977161267594123	97
1548	3.8882376831392738	48
7233	3.8692654825577213	56
3748	3.8636808313568527	77
1729	3.8569600809854654	70
3717	3.8541634960621645	39
5545	3.851116148253991	69
6739	3.844199925277704	45
1374	3.841883337525445	89
1836	3.8406006005360562	80
7763	3.836073506862168	57
2120	3.8357237439541443	97
6907	3.8337134186489417	64
2693	3.823708081594522	101
1661	3.8156438519847704	52
4373	3.813967276768747	55
5671	3.763428610414147	56
4175	3.762213176041926	54
5829	3.7595380757292043	76
6770	3.7539119529924467	66
2923	3.753641894214995	81
5204	3.7490513966465624	71
3453	3.7393716446921936	67
4485	3.725518619237514	64
5301	3.7151868800295373	71
7927	3.7114458318838923	46
5902	3.704780233974786	85
3371	3.7040264601885426	64
5028	3.702762574294451	74
2900	3.6990290699672	116
8121	3.698087530440418	53
8291	3.694786868492939	71
8212	3.687477650776751	49
6790	3.6849784265075405	65
2851	3.678969363882451	92
5822	3.675919778790318	64
6400	3.6744723930905367	49
1990	3.6741952533771847	88
5037	3.673224976643489	57
5452	3.6709293700259833	64
7910	3.6693180177494003	54
1157	3.668664105808257	82
2665	3.665911677625526	52
3958	3.6614404392323574	97
3631	3.659225333211689	101
1705	3.6585753845632856	57
4384	3.6566268613974158	82
959	3.6530084887607766	78
4299	3.651298242134749	66
8287	3.628384931310895	42
5886	3.6232322578691423	87
4795	3.6229597559589446	89
1679	3.6066075345451596	81
1319	3.60326097516544	72
3529	3.600902499796172	72
5144	3.594265576116533	66
5872	3.593647423450043	93
4587	3.592465368456578	97
6417	3.5845636076468326	74
5925	3.5812989040853886	64
2727	3.5794519927317934	93
8290	3.5789132522646714	101
3910	3.5737157362108776	87
6347	3.565643052426155	63
5262	3.563378960326063	76
5335	3.562830458340373	94
1622	3.5596560218859348	85
1357	3.552576568305613	117
6600	3.5513971787169996	61
6296	3.5498164850882956	49
863	3.548447062513865	33
3291	3.5434888546047922	137
3970	3.543091061238832	71
7386	3.5341754145286264	54
7378	3.5132630468765944	57
2289	3.512889588555474	63
4999	3.5099069039995947	73
402	3.5033367606089336	50
2747	3.5020493575340175	77
2686	3.5019876031612385	63
5305	3.49921591605075	33
259	3.4960612441092933	78
765	3.493532252360426	100
4791	3.488201564937689	50
1701	3.4780585791357614	47
608	3.4751685073609058	104
5819	3.469024480849095	55
6481	3.467363492899603	62
3284	3.463815842747196	57
1918	3.463452305266197	74
1492	3.455618080966498	93
5529	3.4514334864152576	69
7912	3.4487251473671967	39
1697	3.4400189941914854	48
3812	3.439706044326078	97
739	3.43811051973888	60
1992	3.435169784798072	83
769	3.4334133314064474	43
3059	3.416440395274904	83
5683	3.4130302118493203	77
2667	3.4120547796910476	73
7063	3.4086382823320918	61
1835	3.408045602369695	64
4530	3.405007827053009	81
1267	3.4035277184757606	90
75	3.398172857091144	69
2963	3.397123189992479	73
857	3.3885392674034023	115
7871	3.381248782620705	47
1977	3.373183597400481	48
2856	3.3728203701458086	71
4781	3.367498171670343	62
5891	3.364888587664528	58
3460	3.363818983410162	80
1151	3.3567738888775027	71
6715	3.351309322422488	81
5096	3.3366091524035935	48
7450	3.335361590150471	34
5072	3.33077354222734	66
1908	3.3307448355226787	46
1718	3.329939216832389	63
465	3.3286216815871734	82
3580	3.326861987148194	81
2371	3.3190207737526056	84
4338	3.3171979488199086	88
6930	3.313875068991496	59
7279	3.2994901108552357	75
5378	3.2906027542866467	44
6422	3.2731044246450005	62
4212	3.2728295959899	56
8134	3.27013762189184	59
5100	3.2693677558063343	84
3028	3.260526039233865	85
4884	3.2584456996533557	48
2062	3.255187002870251	68
4021	3.2517118546718766	78
1167	3.2513676371117244	73
2707	3.247170298933537	70
3587	3.2467132473945477	83
1103	3.2270703704822776	53
1637	3.2250291332343206	48
2174	3.2223274524999823	89
5449	3.2135160346277836	104
4365	3.2049575304925306	60
7012	3.197309477321498	43
2397	3.194063699720405	69
7833	3.189102676507469	54
1849	3.187799929929994	49
370	3.178395823360407	45
5061	3.1745222736741656	47
6218	3.1739695674482733	50
1514	3.168664954574601	101
108	3.168558240628784	11
789	3.168227518618897	81
2542	3.1666022134788676	90
5947	3.165500242547496	75
1811	3.156897622790666	46
1165	3.1558449271495608	47
817	3.1554354670401	67
2456	3.1490565131784307	79
5743	3.144734986293432	91
7624	3.143302632592615	58
2252	3.1408482432299754	90
2435	3.1373596502642283	32
545	3.131650269957314	49
2264	3.1309360329207667	67
2339	3.13056543354654	34
5680	3.1290098676867735	53
5289	3.1261442996108375	48
6388	3.12146058949185	63
3607	3.120967791595513	68
3720	3.120408857452315	56
2955	3.11634141572691	65
1352	3.1162399742701155	67
3164	3.1153077662942734	56
4846	3.1109397740662987	68
1403	3.1090038725488065	67
626	3.107496825471966	57
2276	3.1063595803770068	90
3018	3.1061564664537893	61
2991	3.104028881009283	24
7381	3.103110607250729	60
2193	3.097798168159491	58
1384	3.095826611574553	53
3847	3.092819320541692	51
2322	3.0927305372331273	82
3348	3.0917886111026243	32
7835	3.091603613873194	41
3830	3.0884756432069356	57
4483	3.087864341360418	77
4401	3.087542126269169	63
1734	3.0850546682772606	101
3473	3.083145447444501	87
1156	3.080008941391487	34
4719	3.0760871133385828	63
4199	3.075501634046415	27
4219	3.069149832260396	34
5817	3.0686636319927105	63
5222	3.068019068388523	51
1497	3.0610754763866708	52
4055	3.0552467266862116	78
439	3.0409711565398023	70
10	3.038545635812541	15
667	3.031372884154675	35
2544	3.026243350367708	57
2831	3.0152349884059424	78
7144	3.0135387095302786	47
4717	3.012870394374455	78
7510	3.010556077789633	60
1201	3.006673837205045	90
5432	3.0039375511486868	52
4290	2.9962939939721047	67
8249	2.99332108955852	39
2697	2.9918329048803263	81
5092	2.987319372827423	72
4811	2.9789357688195146	78
1496	2.9775329168113776	74
7050	2.9731686596454705	50
5189	2.971537648129351	63
1888	2.970375430245768	73
715	2.970355201899332	29
4233	2.9693925821267957	57
2880	2.9668607192804397	46
2763	2.9657784312399817	62
5897	2.9564601329810847	59
1428	2.952367961031438	88
4534	2.951913756442376	54
7168	2.9456650248866563	53
2135	2.93962961676725	79
4808	2.938008835751051	48
560	2.9368024167813664	40
2182	2.935927424820664	28
1935	2.9342197154023317	39
5624	2.9292783066329378	55
4824	2.9179885036673303	48
4315	2.9169844647273933	59
7238	2.9149542880962995	42
1564	2.91242253671331	53
714	2.903828982644964	22
6337	2.8992729319285346	71
6442	2.899172668935127	53
2381	2.8981741520830138	100
7052	2.891735421647055	82
6714	2.8861344672404	46
656	2.880153595514852	54
3946	2.87794691528075	61
1247	2.874233821026569	50
1035	2.8734471167429225	64
3293	2.872810842758753	47
4632	2.871082463590876	58
50	2.8698294549196874	32
2909	2.868609099228683	65
1963	2.8672973001286604	38
5799	2.864955547776664	69
4480	2.8645577473989965	40
4263	2.861729972827819	65
1062	2.861627678379498	37
5375	2.855755533056136	24
2324	2.8525975245943056	86
4424	2.8519709927047683	73
6955	2.8483550233941357	54
5804	2.8415329160342817	66
2814	2.8408298375011567	48
5106	2.83949573324416	64
4072	2.833235908390254	46
2973	2.8274295667860683	72
6875	2.8243353881956472	59
7662	2.8217611931811057	63
3253	2.816201766886328	110
5199	2.815589651929485	66
6869	2.813253632013913	74
7277	2.808993716877477	62
7108	2.8072504718346694	61
2440	2.8071789784242576	75
5738	2.8069031510558067	43
4574	2.8035642435460417	77
5828	2.8018578401978917	74
7005	2.7880300127784254	47
3635	2.785122731084499	74
4269	2.7832196249251444	67
2490	2.77386648668294	54
415	2.7719318600249148	66
4780	2.7699767236384094	31
3103	2.767555904839476	67
5083	2.766983110417367	64
3903	2.7637782709062853	72
4297	2.7618200077257344	96
5073	2.7510529919032805	57
1159	2.7427225268498487	51
3201	2.742442763672844	4
4689	2.7375701311620655	34
771	2.737523321664614	28
4654	2.727037902454529	15
3007	2.725930227429328	82
5263	2.7259046273329246	51
4528	2.722203953931827	57
6000	2.7218532509487985	46
8141	2.7181387057281694	44
2223	2.7175314855992663	29
3404	2.7155651434582064	81
1700	2.7126311493926303	80
4098	2.712570698813533	56
1593	2.7102635197942773	52
5684	2.7021801173288975	54
3680	2.7017046763110986	82
4964	2.6983194065134044	88
2290	2.692151209807203	75
2655	2.69124467245702	63
6855	2.684565950941143	69
4986	2.680444428140108	43
7391	2.6797574785329656	46
3776	2.673958404064455	17
579	2.6731325798872487	83
5285	2.6728753236669713	33
3800	2.671461432978248	65
5775	2.6700960776579965	77
1484	2.6692738679225965	54
6323	2.6683448808437182	31
4646	2.665053262133074	28
5739	2.663945483273976	74
1772	2.6616273485920785	71
1847	2.6597859686656684	77
1305	2.650456586718424	73
2325	2.649795840490839	66
7295	2.6496507030151135	51
2307	2.6482009228664585	34
1044	2.6479198755706266	18
4507	2.647531863566659	45
1261	2.6473767251719	69
761	2.643804351693918	74
3417	2.6418972833263252	77
2364	2.640792002553202	79
285	2.630731561002735	61
3843	2.625250843398855	104
7992	2.620153108206526	44
155	2.61763364936463	53
1277	2.613980757431036	25
250	2.6118707022959424	22
3452	2.611486628115547	74
1538	2.609681893756931	58
6306	2.60485778395229	79
3752	2.60470611223107	55
3447	2.603513794211987	81
7306	2.6024200312261194	18
5466	2.5982909887319874	37
3813	2.593159769323803	68
4432	2.5923951346677616	48
1489	2.588902154753481	47
6934	2.588889533626694	77
4216	2.585405977369541	14
6566	2.5845547750887126	59
2587	2.5822562570495675	50
2620	2.581808923067549	74
2770	2.5813992290994334	25
5812	2.5779868297100323	48
4162	2.575823682490738	73
5231	2.5705956327571866	12
5148	2.5694807266935458	58
1482	2.5675200747603104	79
2095	2.5664705357197453	37
6174	2.564963333879712	35
6498	2.563824810402957	52
3806	2.5627118040646932	38
5188	2.557891200740622	69
4777	2.557256274537827	44
1442	2.554901259716281	24
6789	2.5490018402834758	57
7813	2.5468288165121193	39
7280	2.544952328930692	63
1416	2.5429327158819177	84
937	2.5375520448398805	73
6328	2.5357075056316023	59
8297	2.535129375958088	42
3887	2.5348145369560044	51
3106	2.530238194250085	57
2646	2.5258717456614437	72
356	2.5242488978804	43
1966	2.521235286629116	91
7855	2.520767047337011	52
5273	2.520224428070999	58
1200	2.5201361859492595	42
1706	2.5127894327576152	66
5341	2.5116802339203415	56
6424	2.509762365206511	41
893	2.507913431145324	53
1769	2.5063832420624967	70
2375	2.5037031472464104	64
5807	2.495996052639801	28
6432	2.494262107682339	47
3557	2.491686839858366	77
2510	2.4904033417418603	86
2595	2.489983534456791	65
8002	2.4851717934578765	30
2662	2.484774177062889	56
1648	2.483967145357673	70
5121	2.482806146926565	43
1680	2.4817312443107933	86
1808	2.479925974827724	82
2760	2.4736633810950046	53
966	2.4734054254077504	32
4980	2.4728578068914713	48
4435	2.4710274794180584	38
2225	2.4643617781068037	109
54	2.462875404949787	40
6262	2.4597052338645087	54
5463	2.4578652941550225	57
3258	2.4535030351248603	76
3020	2.4488022083117147	60
2550	2.4478622688378175	50
7979	2.4473556375727625	48
5103	2.4393818761346706	48
935	2.4373190351375675	46
39	2.4367748587024547	28
7651	2.4359277799912493	51
4103	2.427456763606494	57
7646	2.426801059717332	39
3092	2.425257689835219	61
8051	2.420152370340679	44
2211	2.41764309567886	34
2384	2.411771340724895	49
2781	2.4059866548917257	22
524	2.4029239402774154	21
1608	2.400090811325108	73
33	2.400054458359962	34
1571	2.391941924463477	62
6032	2.386856586249661	63
4994	2.384856656254629	57
4453	2.379592260842422	57
6001	2.3757626972574397	48
6243	2.3732336955203386	43
8198	2.3678570980966023	35
2410	2.3663691033479495	50
5780	2.3649608739068024	60
5811	2.363628638548446	58
1279	2.357194326489757	64
6305	2.3542685313404106	53
6246	2.354162191805242	55
567	2.348361628128601	26
7924	2.3431512729269235	63
6765	2.3387867833249056	51
6736	2.3360183040787006	58
4298	2.3336246890835985	43
2674	2.3336144649889263	67
4500	2.3329170508570325	34
763	2.3305758390115416	54
6098	2.328974312174697	62
227	2.327062071771599	27
1284	2.3264278945884804	56
4713	2.3260180703836113	58
856	2.3258199588413526	74
3235	2.3229186113829092	23
2794	2.3223817269089975	80
8	2.316187337177691	44
3148	2.3157339416024763	64
3351	2.3147169901532987	64
105	2.3078189593711675	21
677	2.3057182381940597	35
559	2.3045816125960816	39
6976	2.3043408497331095	61
1621	2.304051295157411	59
1154	2.3035000367327587	38
5969	2.30290418932648	40
6227	2.297838691306493	54
1777	2.296494293340321	57
2764	2.2964491758809813	49
3173	2.291521227181297	60
5454	2.291077629546653	65
6720	2.2900422430800536	51
4977	2.282140527103912	43
5936	2.2819635809060883	65
8292	2.2791893959338463	41
2547	2.279164437863958	52
5215	2.2778649268531366	40
2787	2.277622309817363	59
1123	2.2739651723294987	65
3144	2.27308918308681	72
3099	2.269105549178856	49
6576	2.2667958037733	47
4706	2.2607342013741523	58
6441	2.2603654098421995	63
7707	2.260025093884892	47
3803	2.2568363107000353	79
5499	2.2510579499136836	13
1997	2.247339077318825	55
3937	2.2467419476489496	52
6221	2.246733704244101	45
7351	2.244556869433552	57
8283	2.2432287443583934	10
2999	2.2428272572043197	54
2932	2.241214956482894	59
5430	2.2401927966862107	65
6624	2.2384302132531193	60
7116	2.237738936025648	46
967	2.2326337749268848	51
1787	2.2320534007457815	55
4820	2.231513995607775	56
3541	2.230977665045115	49
2102	2.230691941478519	63
1390	2.2289786763406627	30
2685	2.2284766220090595	71
1781	2.2274306712942167	52
904	2.2255738099860176	55
2157	2.2213420442800165	56
960	2.218105364622283	65
3479	2.2168738232225014	59
1802	2.215516729452771	34
1239	2.2150718445239472	65
171	2.214523926897768	53
5848	2.2127387848585034	51
565	2.2074301573507187	7
3724	2.2061347655573047	48
3056	2.2047253581244637	39
2231	2.20434662124543	63
5182	2.202511494962509	59
6	2.1982686083654293	20
322	2.195776987699116	43
1799	2.1945835571473014	80
135	2.193133671016719	35
6599	2.1924129187331007	50
4044	2.188920292959989	61
477	2.1874453970309466	23
6255	2.183900653406622	37
2830	2.1836791488166636	71
2972	2.183458113661921	46
2708	2.177638654750337	58
1315	2.170612571604596	55
6094	2.168621990596784	39
6151	2.1679614101398466	60
5295	2.163723543041261	50
3489	2.163077025224378	71
1378	2.161129221385266	59
1330	2.1606847601220744	46
4588	2.160107499671211	37
7047	2.1593818341442286	54
4417	2.1587746644677344	41
859	2.1574993166143765	48
2560	2.1491702785804487	61
5527	2.1467038056899694	60
6437	2.1460897770501837	67
3309	2.1446292085466463	55
151	2.142559893275411	37
6554	2.1412716242131293	37
334	2.1401025689080235	41
829	2.1397199372637	36
6613	2.1396497016085747	43
4551	2.1379414912807557	51
2079	2.1348765973038577	30
6918	2.1325722437549754	61
7879	2.1315446350040137	35
4953	2.1304682958042602	64
2071	2.1294203562139016	60
5384	2.1276275753050355	35
1927	2.126579087511004	44
4962	2.1231673056144666	55
3660	2.1223901816561166	52
3393	2.120558489069192	65
2016	2.120486843925629	63
2809	2.1156683848214737	53
178	2.1038165847915513	35
1322	2.101904924331478	59
1525	2.0974870745997234	52
3807	2.0946863932661652	64
5824	2.0942608426819316	32
6043	2.0899742764734506	50
3787	2.089672002657768	45
7529	2.0888376056824653	42
4043	2.0881975877121666	60
2257	2.08708143145947	72
2273	2.08212499045267	47
4547	2.080170040888704	69
1360	2.078582247047831	53
3180	2.071563017473168	55
2128	2.0715382009315286	65
5457	2.070839334351889	41
363	2.0702621251188877	18
3243	2.068886293801458	39
6699	2.066461940316007	44
1444	2.0663276429413435	26
1014	2.0662411485951457	60
7795	2.0641924999579393	54
3926	2.0629832387584655	64
1253	2.062837316218173	57
7119	2.0625376632695507	47
8083	2.0613824013380575	40
3320	2.060765352744852	37
3033	2.0602156991855383	75
3346	2.053453320884043	65
7443	2.0483603917761175	47
5140	2.0427768751677533	41
371	2.0419017081522726	24
310	2.040383382180062	43
2922	2.0397886190420356	47
1402	2.0368421038865447	34
1566	2.0360403807840344	50
1053	2.035781904883061	64
2799	2.0353258796563414	43
1018	2.033907915404755	46
7054	2.032974183692097	50
2993	2.029651402045195	35
5798	2.0278439730384212	47
1203	2.023280913912714	39
2326	2.022566049453782	49
849	2.0218710868363585	29
5506	2.017476724316713	46
1191	2.0167034764874288	42
7928	2.0107254357512345	18
2369	2.0104552335378596	51
1465	2.0102368929770216	19
3458	2.006533686355161	47
1816	2.0055435413001748	56
4341	2.0055080287650378	38
760	2.0051808461929146	22
80	2.0050936691159142	43
696	1.9991455898440225	33
3835	1.995321921395142	49
3002	1.9950984696214897	72
4645	1.9901255539476213	26
49	1.988971349606346	22
4715	1.9889075792769453	57
3871	1.9812163696177365	55
2001	1.9797933633971527	62
663	1.979387222582403	53
1814	1.9792077441441671	79
4929	1.9772608950023551	65
6737	1.9766701740835546	32
1964	1.9753964352886237	55
2805	1.9653334128326485	56
1411	1.9628649353693552	38
8224	1.9619836203139798	48
432	1.9604073362966161	53
1498	1.959481970018379	52
2592	1.9586260155743993	60
1234	1.9564823694839113	64
153	1.956443971418739	18
2696	1.9530275317842476	72
2612	1.9518227025622554	50
3664	1.9514054058890258	46
633	1.9508656338697512	63
1296	1.950376622287414	31
5509	1.9502241190568332	48
5994	1.9492414519141452	57
3919	1.9469691245304728	42
3956	1.9453094315058737	51
94	1.9427447727106282	27
514	1.9420400524205288	20
764	1.9410927188389617	37
7073	1.9396642065434895	41
6503	1.9391953858367663	43
6596	1.9382513721263817	31
5026	1.9357584109361963	61
1446	1.935317309779653	17
7143	1.9352223497225938	46
2209	1.9341633657413695	71
5239	1.93162954093057	49
3433	1.9310388716415245	47
5327	1.9298503423727509	43
6270	1.928033910710632	40
5844	1.9262854978340744	69
2499	1.9262518276418783	31
5950	1.9251566654973142	38
144	1.9230889591820448	29
1190	1.9214110093916215	38
2811	1.9195400853954232	58
3104	1.91692207559741	22
5415	1.915555194977888	42
2338	1.915058627471916	56
1758	1.9021787735306392	49
3191	1.900206041530847	48
1580	1.8963909254397304	42
1164	1.8954011450033352	73
2981	1.8949226842160969	65
3029	1.8905236404347276	61
7120	1.8897724094740402	21
7101	1.8891512239199622	44
5928	1.881039849014174	53
7561	1.8802277155074552	51
2511	1.879475906476067	47
5827	1.8755406248088229	59
5732	1.8741840922247177	48
6860	1.8698220031961201	49
2946	1.8687792485153298	30
609	1.8684024810723885	22
3854	1.8682170971791603	58
1291	1.8667019614701417	60
7618	1.8665075358934708	47
7493	1.8652309726676548	7
1285	1.864997112993426	46
1746	1.864748824383033	28
5064	1.8642977846349829	22
4289	1.8619453950130807	58
8168	1.8617355273735576	48
1471	1.8534529920911433	44
7683	1.8526651729314043	43
5421	1.8519430515691764	39
1521	1.8518978218383035	67
3015	1.8514579128327602	50
2400	1.8485034315992914	61
6897	1.845962416717437	45
2507	1.845693655947273	33
1658	1.8456706099964375	38
4013	1.8437609794019547	59
34	1.842114474492688	20
3009	1.8420931343959723	54
298	1.840983449313335	46
1864	1.8395156273196043	46
2801	1.8387925928184325	51
972	1.837425825758156	36
5465	1.8331992533289505	48
2996	1.832596227774987	25
7400	1.829665780630116	54
697	1.82721744575918	60
5392	1.8208158216579169	65
1788	1.8189401963760488	28
4662	1.8175732572861358	47
1603	1.8168913071469077	51
1425	1.8165389245268406	46
2246	1.8147715521813328	40
2819	1.8116757668385075	64
